nombre_imagen,steering,comando
IMG/20260629_154138_000000.png,0.0,0
IMG/20260629_154138_000001.png,0.0,0
IMG/20260629_154138_000002.png,0.0,0
IMG/20260629_154138_000003.png,0.0,0
IMG/20260629_154138_000004.png,0.0,0
IMG/20260629_154138_000005.png,0.0,0
IMG/20260629_154138_000006.png,0.0,0
IMG/20260629_154139_000007.png,0.0,0
IMG/20260629_154139_000008.png,0.0,0
IMG/20260629_154139_000009.png,0.0,0
IMG/20260629_154139_000010.png,0.0,0
IMG/20260629_154139_000011.png,0.0,0
IMG/20260629_154139_000012.png,0.0,0
IMG/20260629_154139_000013.png,0.0,0
IMG/20260629_154139_000014.png,0.0,0
IMG/20260629_154139_000015.png,0.0,0
IMG/20260629_154139_000016.png,0.0,0
IMG/20260629_154139_000017.png,0.0,0
IMG/20260629_154139_000018.png,0.0,0
IMG/20260629_154139_000019.png,0.0,0
IMG/20260629_154140_000020.png,0.0,0
IMG/20260629_154140_000021.png,0.0,0
IMG/20260629_154140_000022.png,0.0,0
IMG/20260629_154140_000023.png,0.0,0
IMG/20260629_154140_000024.png,0.0,0
IMG/20260629_154140_000025.png,0.0,0
IMG/20260629_154140_000026.png,0.0,0
IMG/20260629_154140_000027.png,0.0,0
IMG/20260629_154140_000028.png,0.0,0
IMG/20260629_154140_000029.png,0.0,0
IMG/20260629_154140_000030.png,0.0,0
IMG/20260629_154140_000031.png,0.0,0
IMG/20260629_154141_000032.png,0.0,0
IMG/20260629_154141_000033.png,0.0,0
IMG/20260629_154141_000034.png,0.0,0
IMG/20260629_154141_000035.png,0.0,0
IMG/20260629_154141_000036.png,0.0,0
IMG/20260629_154141_000037.png,0.0,0
IMG/20260629_154141_000038.png,0.0,0
IMG/20260629_154141_000039.png,0.0,0
IMG/20260629_154141_000040.png,0.0,0
IMG/20260629_154141_000041.png,0.0,0
IMG/20260629_154141_000042.png,0.0,0
IMG/20260629_154141_000043.png,0.0,0
IMG/20260629_154142_000044.png,0.0,0
IMG/20260629_154142_000045.png,0.0,0
IMG/20260629_154142_000046.png,0.0,0
IMG/20260629_154142_000047.png,0.0,0
IMG/20260629_154142_000048.png,0.0,0
IMG/20260629_154142_000049.png,0.0,0
IMG/20260629_154142_000050.png,0.0,0
IMG/20260629_154142_000051.png,0.0,0
IMG/20260629_154142_000052.png,0.0,0
IMG/20260629_154142_000053.png,0.0,0
IMG/20260629_154142_000054.png,0.0,0
IMG/20260629_154142_000055.png,0.0,0
IMG/20260629_154143_000056.png,0.0,0
IMG/20260629_154143_000057.png,0.0,0
IMG/20260629_154143_000058.png,0.0,0
IMG/20260629_154143_000059.png,0.0,0
IMG/20260629_154143_000060.png,0.0,0
IMG/20260629_154143_000061.png,0.0,0
IMG/20260629_154143_000062.png,0.0,0
IMG/20260629_154143_000063.png,0.0,0
IMG/20260629_154143_000064.png,0.0,0
IMG/20260629_154143_000065.png,0.0,0
IMG/20260629_154143_000066.png,0.0,0
IMG/20260629_154143_000067.png,0.0,0
IMG/20260629_154144_000068.png,0.0,0
IMG/20260629_154144_000069.png,0.0,0
IMG/20260629_154144_000070.png,0.0,0
IMG/20260629_154144_000071.png,0.0,0
IMG/20260629_154144_000072.png,0.0,0
IMG/20260629_154144_000073.png,0.0,0
IMG/20260629_154144_000074.png,0.0,0
IMG/20260629_154144_000075.png,0.0,0
IMG/20260629_154144_000076.png,0.0,0
IMG/20260629_154144_000077.png,0.0,0
IMG/20260629_154144_000078.png,0.0,0
IMG/20260629_154144_000079.png,0.0,0
IMG/20260629_154145_000080.png,0.0,0
IMG/20260629_154145_000081.png,0.0,0
IMG/20260629_154145_000082.png,0.0,0
IMG/20260629_154145_000083.png,0.0,0
IMG/20260629_154145_000084.png,0.0,0
IMG/20260629_154145_000085.png,0.0,0
IMG/20260629_154145_000086.png,0.0,0
IMG/20260629_154145_000087.png,0.0,0
IMG/20260629_154145_000088.png,0.0,0
IMG/20260629_154145_000089.png,0.0,0
IMG/20260629_154145_000090.png,0.0,0
IMG/20260629_154145_000091.png,0.0,0
IMG/20260629_154145_000092.png,0.0,0
IMG/20260629_154146_000093.png,0.0,0
IMG/20260629_154146_000094.png,0.0,0
IMG/20260629_154146_000095.png,0.0,0
IMG/20260629_154146_000096.png,0.0,0
